publish_date,content,time_24h,corrected_date,injury_severity,affected_party,collision,running_over_pedestrian,lost_control,crushed_into_obstacle,overturned,other,primary_accident_type_code,driver_ages,location,street,locality,day_of_week_num,rush_hour,rain_today,rain_last_3h,temp_avg,temp_min,temp_max,precip_mm_day,roadworks_nearby,primary_accident_type
2025-07-18,"Yesterday, at around 2215 hrs, the Police were informed of a traffic accident in Triq il-Wied ta’ Birkirkara, Birkirkara.Preliminary investigations showed that a collision occurred between a Mazda Demio that was being driven by a 41-year-old man from Birkirkara and an e-scooter that was being driven by a 17-year-old man from Birkirkara.A medical team was called on site and an ambulance took the 17-year-old driver to Mater Dei Hospital, where he was certified to have sustained grievous injuries.The Police are carrying out investigations.",22:15,2025-07-17,grievous,cyclist,1,0,0,0,0,0,COLL,"['41', '17', '17']","Triq il-Wied ta’ Birkirkara, Birkirkara",Triq il-Wied ta’ Birkirkara,Birkirkara,3,0,False,False,27.1,24.5,30.9,0.0,False,collision
2025-08-12,"Today, at around 0700hrs, the Police were informed of a traffic accident in St Luke’s Square, Gwardamanġa.The Police went immediately on site and preliminary investigations showed that a collision had occurred between a Volkswagen Caddy driven by a 62-year-old man residing in Mellieħa and a Mercedes Benz E320, which was stationary at the side of the road. Consequently, the Mercedes moved forward and hit a 41-year-old woman residing in Valletta.Members of the Civil Protection Department and a medical team were called to the scene and ambulances took the two persons to Mater Dei Hospital for treatment. They were later certified to have sustained grievous injuries.Police investigations into this incident are ongoing.",07:00,2025-08-12,grievous,pedestrian,1,1,0,0,0,0,PED,"['62', '41']","St Luke’s Square, Gwardamanġa",St Luke’s Square,Gwardamanġa,1,0,False,False,27.9,22.4,33.6,0.0,False,running over pedestrian
2024-12-11,"A motorcyclist was rushed to hospital in a critical condition after he smashed into a stationary garbage skip on the St Paul's Bay bypass on Wednesday afternoon. The incident was reported to the police at around 5pm.  A police spokesperson said the man - a 54-year-old English man from Mellieħa - suffered serious injuries and was rushed to Mater Dei Hospital. According to the police, the man lost control of his Honda and crashed into a stationary skip on the bypass.",17:00,2024-12-11,serious,motorcyclist,0,0,1,1,0,0,FXOBJ,['54'],Wednesday afternoon,Wednesday afternoon,,2,1,False,False,14.1,8.9,19.6,0.0,False,crushed into an obstacle
2024-12-12,"A private contractor who placed a skip on St Paul's Bay bypass that was involved in a serious road accident on Wednesday did not have a permit, local authorities say.  The mayor of St Paul’s Bay, Infrastructure Malta, and Transport Malta all said they did not grant permission for the unnamed contractor to place a skip on the road on Wednesday.  A 54-year-old motorcyclist was seriously injured when he crashed into the stationary garbage skip left on a blind bend along the bypass.  Transport Malta said it ""was not informed about the works, and the contractor did not hold a valid permit to carry out works at the site where the accident occurred.""  Similarly, Infrastructure Malta said it ""had not been notified about the works, and no permission was requested for them."" However, it acknowledged that the accident occurred near works being carried out by a private contractor under its administration. It did not name the contractor involved. In October, Infrastructure Malta began work to replace a dangerous leaning wall along the same bypass section where the accident happened. St Paul’s Bay Mayor, Censu Galea, also confirmed that the council had not issued any permits. ""No permits were ever issued as far as I am informed,"" he said. He said he was told the skip was placed on the road at around 1pm on Wednesday. The incident was reported to the police at around 5pm.  The mayor noted that the same skip had been in the same location two to three months ago, and people raised safety concerns with the council at the time. He explained that once he was informed, the council alerted Infrastructure Malta, which added cones and bollards at that time. The skip involved in Wednesday’s accident was left at the final curve leading to the Xemxija roundabout. According to the police, the injured motorcyclist, an English man from Mellieħa, lost control of his Honda and collided with the skip. He remains in Mater Dei Hospital with serious injuries. While traffic cones and a bollard were at the site, an eyewitness and social media users described these safety features as insufficient.",13:00,2024-12-11,serious,motorcyclist,1,0,1,0,0,0,COLL,['54'],"St Paul's Bay bypass that was involved in a serious road accident on Wednesday did not have a permit, local authorities say",St Paul's Bay bypass that was involved in a serious road accident on Wednesday did not have a permit,local authorities say,2,0,False,False,14.1,8.9,19.6,0.0,False,collision
2024-12-14,"A 29-year-old man and 17-year-old girl were critically injured in two separate traffic accidents on Friday, the police said in two statements. The first incident occurred in Mellieħa at around 5.30pm, when the 17-year-old was hit by a Jeep Grand Cherokee on Triq il-Marfa. The Jeep, driven by a 52-year-old Żejtun man, smashed into a parked Honda Civic as a result of the incident. The teenage victim was given first aid on site and rushed to Mater Dei Hospital by ambulance to be treated for her serious injuries. Two",17:30,2024-12-13,serious,pedestrian,0,1,0,1,0,0,PED,"['29', '17', '17', '52']","Friday, the police said in two statements",Friday,the police said in two statements,6,0,,False,18.8,16.9,21.0,,False,running over pedestrian
2024-12-14,", police were busy responding to another serious incident in Gudja. A man was fixing a punctured tyre on a Ford Fiesta that stopped on Dawret il-Gudja at around 7.45pm when he was hit by a Skoda Fabia driven by a 50-year-old Gudja resident. The victim, a 29-year-old from Birżebbuġa, ended up squashed between the two vehicles and was seriously injured as a result. He was given first aid and taken to Mater Dei Hospital by ambulance, where he is receiving treatment. Magistrate Ian Farrugia is leading two separate inquiries into the two traffic incidents. Police have also launched their own investigations into the incidents.",19:45,2024-12-14,serious,pedestrian,0,1,0,0,0,0,PED,"['50', '29']",Gudja,Gudja,,5,0,False,False,18.2,15.0,21.3,0.0,False,running over pedestrian
2024-12-16,"A motorcyclist was seriously injured on Sunday night in a crash on Triq l-Imġarr, Xewkija. The police said in a statement the accident was reported at 8.30pm and involved a Toyota Tercel driven by an 86-year-old woman from Xewkija and a Benelli bike driven by a 45-year-old from Sannat. The motorcyclist was rushed to the Gozo General Hospital where he was certified to have suffered serious injuries. Police investigations and a magisterial inquiry are ongoing.",20:30,2024-12-15,serious,motorcyclist,0,0,0,1,0,0,FXOBJ,"['86', '45']","Sunday night in a crash on Triq l-Imġarr, Xewkija",Sunday night in a crash on Triq l-Imġarr,Xewkija,6,0,False,True,14.6,12.0,18.3,0.0,False,crushed into an obstacle
2024-12-16,"Relatives and friends of a police officer who was injured in a tragic accident on Friday are urging people to donate blood as his condition remains serious. Chris Bonello, 29, was fixing a punctured tyre on a Ford Fiesta that stopped on Dawret il-Gudja at around 7.45pm on Friday when he was hit by a Skoda Fabia. He was seriously injured and rushed to Mater Dei Hospital, where he remains on Monday.  Bonello was off-duty during the accident. Close friends confirmed with Times of Malta he was still undergoing serious operations and was being treated in intensive care. His condition remains serious but stable. Several urged social media users to keep the man in their prayers, while others urged people to donate blood. Over the weekend, the Guardamangia Blood Bank said reserves - mainly O positive and A positive - remained low and operations could be cancelled as a result. Concert cancelled Bonello is also a band member of the Società Filarmonica Maria Mater Gratiæ Żabbar, with whom he played the tuba. In solidarity with the victim, the band club has cancelled its Christmas concert, planned for December 18.  The band club too is urging people to donate blood and asked anyone interested to join its members in a blood drive to call 7923 3928.  Among those who took to social media, Żabbar Autofest wished Bonello - one of its founding members - a ""speedy recovery"". ""Our thoughts and prayers are with Chris and his family during this difficult time. Stay strong, Chris, We are all with you."" One of his aunts described the ordeal as a ""time of great pain"". Those who wish to give blood and have any queries should phone 8007 4313 to check if they are eligible. Donors should take their identity card, driving licence or Maltese passport with them. To keep updated, look up National Blood Transfusion Service – Malta on Facebook.",19:45,2024-12-16,serious,pedestrian,0,0,0,0,0,1,OTH,[],Friday are urging people to donate blood as his condition remains serious,Friday are urging people to donate blood as his condition remains serious,,0,0,True,False,13.6,11.0,16.0,1.7,False,other
2024-12-17,"Updated 6 pm  Two passenger vans crashed in the limit of Siġġiewi on Tuesday afternoon, causing one of them to overturn.  The incident was initially reported by Transport Malta, who in a statement said that the incident involved a minivan carrying school children and that no injuries were reported.  However, when contacted the police said that since the incident was reported at 2.15 pm four people had been taken to Mater Dei Hospital.  Later on Tuesday police were able to confirm that the collision had occurred between a Mercedes Sprinter and a Renault Master on Triq Mons Mikiel Azzopardi.  The Mercedes Sprinter, a school van, was being driven by a 52-year-old man from Għargħur, remained upright and neither the driver nor the passengers were injured.  The Renault Master was being driven by a 46-year-old man from San Ġwann and overturned as a result of the crash.  Four passengers in the van, three women aged 44, 48 and 63 from Siġġiewi and a 43-year-old woman from Rabat were injured and taken to Mater Dei Hospital.  Their condition had not been established at time of writing.  The road has since been reopened to traffic.",14:15,2024-12-17,no injuries,driver,1,0,0,0,1,0,ROLL,"['52', '46', '43']","Tuesday afternoon, causing one of them to overturn",Tuesday afternoon,causing one of them to overturn,1,0,True,False,14.1,11.0,17.1,5.1,False,overturned
2024-12-20,"A child and an elderly woman were left with serious injuries on Friday after being hit by a car in separate traffic accidents. The first incident occurred at around 11:30am on Triq in-Naxxar, Birkirkara, when a 72-year-old woman from Mosta was hit by a Peugeot 307 driven by a 43-year-old man from Marsaskala. Around 15 minutes later, a two-year-old child was hit by a Suzuki SX4 driven by a 44-year-old man from Mtarfa on Triq San Ġwann Bosco in Sliema. Both victims were treated at the scene before being taken to Mater Dei Hospital, where their injuries were certified as serious. Police investigations are ongoing.",11:30,2024-12-20,serious,pedestrian,0,1,0,0,0,0,PED,"['72', '43', '44']",Friday after being hit by a car in separate traffic accidents,Friday after being hit by a car in separate traffic accidents,,4,0,True,True,15.7,12.0,18.0,0.5,False,running over pedestrian
2024-12-22,"Updated 2.25pm Two motorcyclists were injured - one of them seriously - in a traffic accident on Triq is-Salini that involved three motorbikes and a car. The accident was reported at 9.30am close to Kennedy Grove on the southbound lane. It involved an Aprilia, a Honda and a Yamaha motorbike and a Mercedes driven by a 27-year-old woman.  The Aprilia's driver - a 31-year-old man from Qormi, and the  Honda's driver - a 40-year-old man from Mqabba, were taken to Mater Dei Hospital.  The 31-year-old suffered slight injuries while the 40-year-old was seriously injured. The third motorcyclist - a 29-year-old man from St Paul's Bay, and the Mercedes driver were not injured. According to initial indications, one of the motorcyclists lost control of his vehicle and crashed into the two other bikes and car.  Police investigations and a magisterial inquiry are ongoing.",09:30,2024-12-22,minor,motorcyclist,0,0,1,1,0,0,FXOBJ,"['27', '31', '40', '31', '40', '29']",Triq is-Salini that involved three motorbikes and a car,Triq is-Salini that involved three motorbikes and a car,,6,0,True,False,13.0,10.4,15.0,0.1,False,crushed into an obstacle
